"","Time","Latitude_Deg","Longitude_Deg","Hs_Wave_Height_m","Tp_Wave_Period_sec","Dominant_Wave_Direction_Deg","Mean_Wave_Direction__Deg","Time_ET"
1,2026-04-07 18:00:00,-100000.000000,-100000.000000,0.12,3.0,60,51,2026-04-07 14:00:00
2,2026-04-07 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 15:00:00
1,2026-04-07 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 15:00:00
1,2026-04-07 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 15:00:00
2,2026-04-07 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 16:00:00
3,2026-04-07 21:00:00,-100000.000000,-100000.000000,0.15,1.3,20,65,2026-04-07 17:00:00
4,2026-04-07 22:00:00,-100000.000000,-100000.000000,0.18,2.7,46,51,2026-04-07 18:00:00
5,2026-04-07 23:00:00,-100000.000000,-100000.000000,0.22,1.4,307,336,2026-04-07 19:00:00
6,2026-04-08,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 20:00:00
7,2026-04-08 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 21:00:00
8,2026-04-08 02:00:00,-100000.000000,-100000.000000,0.18,1.4,324,331,2026-04-07 22:00:00
9,2026-04-08 03:00:00,-100000.000000,-100000.000000,0.18,1.4,331,318,2026-04-07 23:00:00
10,2026-04-08 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08
11,2026-04-08 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 01:00:00
12,2026-04-08 06:00:00,-100000.000000,-100000.000000,0.23,1.7,336,342,2026-04-08 02:00:00
13,2026-04-08 07:00:00,-100000.000000,-100000.000000,0.29,1.8,347,354,2026-04-08 03:00:00
14,2026-04-08 08:00:00,-100000.000000,-100000.000000,0.23,1.6,351,355,2026-04-08 04:00:00
15,2026-04-08 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 05:00:00
16,2026-04-08 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 06:00:00
17,2026-04-08 11:00:00,-100000.000000,-100000.000000,0.23,2.9,43,35,2026-04-08 07:00:00
18,2026-04-08 12:00:00,-100000.000000,-100000.000000,0.21,3.3,39,43,2026-04-08 08:00:00
1,2026-04-08 12:00:00,-100000.000000,-100000.000000,0.21,3.3,39,43,2026-04-08 08:00:00
1,2026-04-08 12:00:00,-100000.000000,-100000.000000,0.21,3.3,39,43,2026-04-08 08:00:00
2,2026-04-08 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 09:00:00
1,2026-04-08 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 09:00:00
1,2026-04-08 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 09:00:00
2,2026-04-08 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 10:00:00
1,2026-04-08 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 10:00:00
1,2026-04-08 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 10:00:00
2,2026-04-08 15:00:00,-100000.000000,-100000.000000,0.17,3.8,89,59,2026-04-08 11:00:00
1,2026-04-08 15:00:00,-100000.000000,-100000.000000,0.17,3.8,89,59,2026-04-08 11:00:00
1,2026-04-08 15:00:00,-100000.000000,-100000.000000,0.17,3.8,89,59,2026-04-08 11:00:00
2,2026-04-08 16:00:00,-100000.000000,-100000.000000,0.13,1.4,43,65,2026-04-08 12:00:00
1,2026-04-08 16:00:00,-100000.000000,-100000.000000,0.13,1.4,43,65,2026-04-08 12:00:00
1,2026-04-08 16:00:00,-100000.000000,-100000.000000,0.13,1.4,43,65,2026-04-08 12:00:00
2,2026-04-08 17:00:00,-100000.000000,-100000.000000,0.15,2.6,40,42,2026-04-08 13:00:00
1,2026-04-08 17:00:00,-100000.000000,-100000.000000,0.15,2.6,40,42,2026-04-08 13:00:00
1,2026-04-08 17:00:00,-100000.000000,-100000.000000,0.15,2.6,40,42,2026-04-08 13:00:00
2,2026-04-08 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 14:00:00
1,2026-04-08 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 14:00:00
1,2026-04-08 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 14:00:00
2,2026-04-08 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 15:00:00
1,2026-04-08 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 15:00:00
1,2026-04-08 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 15:00:00
2,2026-04-08 20:00:00,-100000.000000,-100000.000000,0.20,1.8,60,49,2026-04-08 16:00:00
3,2026-04-08 21:00:00,-100000.000000,-100000.000000,0.23,2.1,72,69,2026-04-08 17:00:00
4,2026-04-08 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 18:00:00
5,2026-04-08 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 19:00:00
6,2026-04-09,-100000.000000,-100000.000000,0.18,2.7,118,123,2026-04-08 20:00:00
7,2026-04-09 01:00:00,-100000.000000,-100000.000000,0.13,1.5,153,129,2026-04-08 21:00:00
8,2026-04-09 02:00:00,-100000.000000,-100000.000000,0.12,1.4,178,120,2026-04-08 22:00:00
9,2026-04-09 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-08 23:00:00
10,2026-04-09 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09
11,2026-04-09 05:00:00,-100000.000000,-100000.000000,0.07,1.7,314,158,2026-04-09 01:00:00
12,2026-04-09 06:00:00,-100000.000000,-100000.000000,0.09,1.8,301,299,2026-04-09 02:00:00
13,2026-04-09 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09 03:00:00
14,2026-04-09 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09 04:00:00
15,2026-04-09 09:00:00,-100000.000000,-100000.000000,0.10,3.8,76,80,2026-04-09 05:00:00
16,2026-04-09 10:00:00,-100000.000000,-100000.000000,0.08,3.6,94,98,2026-04-09 06:00:00
17,2026-04-09 11:00:00,-100000.000000,-100000.000000,0.10,3.4,94,85,2026-04-09 07:00:00
18,2026-04-09 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09 08:00:00
1,2026-04-09 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09 08:00:00
1,2026-04-09 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09 08:00:00
2,2026-04-09 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09 09:00:00
1,2026-04-09 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09 09:00:00
1,2026-04-09 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-09 09:00:00
2,2026-04-09 14:00:00,-100000.000000,-100000.000000,0.08,2.5,78,85,2026-04-09 10:00:00
1,2026-04-09 14:00:00,-100000.000000,-100000.000000,0.08,2.5,78,85,2026-04-09 10:00:00
